identifier,Name,Description,CRM Path,used by
digital object_143_creator,Creator,This field is used to indicate the creator of the documented digital object.,->L11i->D7[66_1]->P01->PC14[143_1]->P02->E39[143_2]<br><br>->L11i->D7[66_1]->P2->E55[66_3],
digital object_144_last_modifier,Last Modifier,This field is used to indicate the last modifier of the documented digital object.,->L11i->D7[68_1]->P01->PC14[144_1]->P02->E39[144_2]<br><br>->L11i->D7[66_1]->P2->E55[68_3],
